id,region,dialect_text,source_text,target_text
2231,Jashore,অনেক মানুষ শখের বশে ছাদের উপর কবুতর পোষে,translate Jashore to Bangla: অনেক মানুষ শখের বশে ছাদের উপর কবুতর পোষে,অনেক মানুষই শখের বশে ছাদের উপর কবুতর পালন করে
1130,Mymensingh,হগল বুইঝ্যা শুইন্না প্রেমে পড়লাম,translate Mymensingh to Bangla: হগল বুইঝ্যা শুইন্না প্রেমে পড়লাম,আমি সবকিছু বুঝে প্রেম করতে গেলাম
0801,Barishal,কিন্তু আইজ পর্যন্ত মোর ব্যাডায় মোরে ঠেস মাইররা কতা কয় নাই,translate Barishal to Bangla: কিন্তু আইজ পর্যন্ত মোর ব্যাডায় মোরে ঠেস মাইররা কতা কয় নাই,কিন্তু আজ পর্যন্ত আমার স্বামী আমাকে খোঁচা মেরে কথা বলেনি
0122,Barishal,কাউরে হগলদিয়া ভালোপাইলে হের মইদ্যে একরহমের দুর্বলতা থাহে,translate Barishal to Bangla: কাউরে হগলদিয়া ভালোপাইলে হের মইদ্যে একরহমের দুর্বলতা থাহে,কাউকে প্রচন্ডভাবে ভালবাসার মধ্যে এক ধরনের দুর্বলতা আছে
0414,Chittagong,আঁরে এহন ঘুম যাইতু দ,translate Chittagong to Bangla: আঁরে এহন ঘুম যাইতু দ,আমাকে এখন ঘুমাতে দিন
0746,Jashore,মা আমার অনেক যত্ন নেয়,translate Jashore to Bangla: মা আমার অনেক যত্ন নেয়,মা আমার অনেক যত্ন নেয়
0192,Chittagong,"চোখ খুললেই দেহি তোঁয়ারে, চোখ বুঁজলেই পাই আঁরো কাশে,","translate Chittagong to Bangla: চোখ খুললেই দেহি তোঁয়ারে, চোখ বুঁজলেই পাই আঁরো কাশে,","চোখ মেললেই দেখি তোমাকে, চোখ বুজলেই পাই আরো কাছে"
1014,Rangpur,ওমরা কয় হামরা হামার বউক কত মারি কোনোদিন মুখ দিয়া আও বাইর করে না,translate Rangpur to Bangla: ওমরা কয় হামরা হামার বউক কত মারি কোনোদিন মুখ দিয়া আও বাইর করে না,তারা বলে আমরা আমাদের বউ কে কত মারি কোন দিন মুখ দিয়ে কথা বের করে না
0564,Chittagong,উগ্গো ছুডু হালা কুঁত্তো ঘাসর মইধ্যে শুই রইয়্যে।,translate Chittagong to Bangla: উগ্গো ছুডু হালা কুঁত্তো ঘাসর মইধ্যে শুই রইয়্যে।,একটি ছোট কালো কুকুর ঘাসে মধ্যে শুয়ে আছে
0266,Noakhali,হছন্দ করি হরিবারের মাধ্যে বিয়া করি আনছি,translate Noakhali to Bangla: হছন্দ করি হরিবারের মাধ্যে বিয়া করি আনছি,পছন্দ করেই পরিবারের মাধ্যমে বিয়ে করে এনেছে
1154,Jashore,কিন্তু ছেলে বাংলাদেশে আসার পর ওই মেয়েটি সাথে যোগাযোগ বন্ধ করে দেয়,translate Jashore to Bangla: কিন্তু ছেলে বাংলাদেশে আসার পর ওই মেয়েটি সাথে যোগাযোগ বন্ধ করে দেয়,কিন্তু ছেলে বাংলাদেশে আসার পর ওই মেয়েটি সাথে যোগাযোগ বন্ধ করে দেয়
0245,Barishal,হেগো দুইজনের বিয়া হওয়ার কতা আছিলো,translate Barishal to Bangla: হেগো দুইজনের বিয়া হওয়ার কতা আছিলো,তাদের দুজনের বিয়ে হওয়ার কথা ছিল
2455,Rangpur,মুই পরে তোমার দোকানত আসিম,translate Rangpur to Bangla: মুই পরে তোমার দোকানত আসিম,আমি পরে আপনার দোকানে আসব
1446,Barishal,পরিবার তুইলা খামার দেতে,translate Barishal to Bangla: পরিবার তুইলা খামার দেতে,পরিবার তুলে গালি দেয়
0891,Chittagong,"আঁই এগ্গা পোয়া, অখন বাংলাদেশ নেভীত চাকরি গরির","translate Chittagong to Bangla: আঁই এগ্গা পোয়া, অখন বাংলাদেশ নেভীত চাকরি গরির",আমি একজন ছেলে বর্তমানে বাংলাদেশ নেভীতে কর্মরত আছি
0131,Noakhali,আব্বু আর লাইজ্ঞা লাল জামা কিনা আনছে,translate Noakhali to Bangla: আব্বু আর লাইজ্ঞা লাল জামা কিনা আনছে,আব্বু আমার জন্য লাল জামা কিনে এনেছে
1340,Rangpur,ওমরা দেশত আসলে মোক এয়ারপোর্ট যাওয়া নাগতো,translate Rangpur to Bangla: ওমরা দেশত আসলে মোক এয়ারপোর্ট যাওয়া নাগতো,উনি দেশে আসলে আমাকে এয়ার্পোটে যাইতে হইত
0131,Barishal,আব্বায় মোর লাইগ্গা লাল রোঙ্গের কোর্তা কিননা আনছে,translate Barishal to Bangla: আব্বায় মোর লাইগ্গা লাল রোঙ্গের কোর্তা কিননা আনছে,আব্বু আমার জন্য লাল জামা কিনে এনেছে
0870,Chittagong,২৮ বছর ধরিয়েনে আঁর মা কষ্ট গইজ্জে,translate Chittagong to Bangla: ২৮ বছর ধরিয়েনে আঁর মা কষ্ট গইজ্জে,২৮ বছর ধরে আমার মা কষ্ট করে গেছেন
0463,Mymensingh,বার্সেলোনা ফুটবল ক্লাব মেলা জনপ্রিয়,translate Mymensingh to Bangla: বার্সেলোনা ফুটবল ক্লাব মেলা জনপ্রিয়,বার্সেলোনা ফুটবল ক্লাব খুব জনপ্রিয়
1492,Barishal,হেইডা একরহমের যোগাযোগ,translate Barishal to Bangla: হেইডা একরহমের যোগাযোগ,সেটা একধরনের যোগাযোগ
0558,Jashore,সে দেখতি অনেক সুন্দর,translate Jashore to Bangla: সে দেখতি অনেক সুন্দর,সে দেখতে অনেক সুন্দর
0817,Chittagong,হালকা-ফাতলা লাভ অর,translate Chittagong to Bangla: হালকা-ফাতলা লাভ অর,হালকা পাতলা লাভ হচ্ছে
0619,Barishal,জীবনে উন্নতি করতে হইলে অনেক সময় বেমালা বাঁধার সম্মুখীন হইতে হয়,translate Barishal to Bangla: জীবনে উন্নতি করতে হইলে অনেক সময় বেমালা বাঁধার সম্মুখীন হইতে হয়,জীবনে উন্নতি করতে গেলে অনেক সময় অনেক বাঁধার সম্মুখীন হতে হয়
0888,Rangpur,বিয়ের আগে মোর খালামণি মোক বড় করছে,translate Rangpur to Bangla: বিয়ের আগে মোর খালামণি মোক বড় করছে,বিয়ের আগে খালামুনিই আমাকে বড় করছে
1268,Jashore,আমি দেখেছি সব সময় এমন কাজ করেন যার জন্য উনার ছেলে অনেক রাগ করেন,translate Jashore to Bangla: আমি দেখেছি সব সময় এমন কাজ করেন যার জন্য উনার ছেলে অনেক রাগ করেন,আমি দেখেছি সব সময় এমন কাজ করেন যার জন্য উনার ছেলে অনেক রাগ করেন
0031,Pabna,আপনের পড়ালেহা হরা উচিত,translate Pabna to Bangla: আপনের পড়ালেহা হরা উচিত,আপনার পড়ালেখা করা উচিত
0406,Chittagong,গম লাগন অইলদি মাইনষের দুনিয়ে,translate Chittagong to Bangla: গম লাগন অইলদি মাইনষের দুনিয়ে,ভালোবাসা মানে তো মানুষের জীবন
0159,Barishal,হাজার হানে কতার মোদ্দে ওই এউক্কা কতা বুইজ্জা লইতে হয়,translate Barishal to Bangla: হাজার হানে কতার মোদ্দে ওই এউক্কা কতা বুইজ্জা লইতে হয়,হাজার কথার মাঝে ওই একটা কথা বুঝে নিতে হয়
1221,Mymensingh,আমার ভাই আমরার হগল পরিবারডারে দেহেশুনে,translate Mymensingh to Bangla: আমার ভাই আমরার হগল পরিবারডারে দেহেশুনে,আমার ভাই আমদের পুরো পরিবার দেখাশোনা করে
1389,Mymensingh,আমি হেরে এইডি শিখাইছি,translate Mymensingh to Bangla: আমি হেরে এইডি শিখাইছি,আমি তাকে এইগুলো শিখাইছি
0438,Pabna,তুই আমার জন্যি কী বালোবাসপির পারবু?,translate Pabna to Bangla: তুই আমার জন্যি কী বালোবাসপির পারবু?,তুই আমার জন্য কী ভালোবাসতে পারবি?
1779,Pabna,গরমের দিন তাজা নারকিলের পানি খাওয়া ম্যালা শান্তির,translate Pabna to Bangla: গরমের দিন তাজা নারকিলের পানি খাওয়া ম্যালা শান্তির,গরমের দিনে তাজা নারিকেল পান করা খুব আনন্দদায়ক
2263,Rangpur,মোর আগের কোনো কথা কিছুই মনে নাই,translate Rangpur to Bangla: মোর আগের কোনো কথা কিছুই মনে নাই,আমার আগের কোনো কথা কিছুই মনে নেই
0961,Chittagong,আঁর লগে আঁইইয়ো,translate Chittagong to Bangla: আঁর লগে আঁইইয়ো,আমার সঙ্গে আসুন
0128,Barishal,মোর মনডা অনেক খারাপ,translate Barishal to Bangla: মোর মনডা অনেক খারাপ,আমার মন খারাপ
0746,Barishal,মায় মোর বেমালা যত্ন হরে,translate Barishal to Bangla: মায় মোর বেমালা যত্ন হরে,মা আমার অনেক যত্ন নেয়
0806,Mymensingh,"হেই পোলা আছিল এক্কেবারে কিপটা, দুই বেলা পেট ভইরা ভাতও পাইতাম না","translate Mymensingh to Bangla: হেই পোলা আছিল এক্কেবারে কিপটা, দুই বেলা পেট ভইরা ভাতও পাইতাম না",সেখানে ছেলে অনেক কিপটা ছিলো আমি দুইবেলা ভাত খেতে পারতাম না
0404,Pabna,এই গান শুনলি কাদা আসি যায়,translate Pabna to Bangla: এই গান শুনলি কাদা আসি যায়,কান্না এসে যায় এই গান শুনলে
0502,Mymensingh,সহালে পড়াশোনা করা বালা বুদ্ধি,translate Mymensingh to Bangla: সহালে পড়াশোনা করা বালা বুদ্ধি,সকালে পড়াশোনা করা ভালো উপায়
0645,Chittagong,বাংলাদেশের মানষর অর্ধেকই অইলদে মাইয়্যাপোয়া।,translate Chittagong to Bangla: বাংলাদেশের মানষর অর্ধেকই অইলদে মাইয়্যাপোয়া।,বাংলাদেশের জনসংখ্যার অর্ধেকই নারী
0277,Jashore,তাদের চার বছরের একটি মেয়ে বাচ্চা আছে,translate Jashore to Bangla: তাদের চার বছরের একটি মেয়ে বাচ্চা আছে,তাদের চার বছরের একটি মেয়ে বাচ্চা আছে
1193,Pabna,আমার ফোন নাম্বার ক্লক কইরি দেয়,translate Pabna to Bangla: আমার ফোন নাম্বার ক্লক কইরি দেয়,আমার ফোন নম্বর ব্লক করে দেয়
0947,Barishal,মোরে ঢোকতে দেন,translate Barishal to Bangla: মোরে ঢোকতে দেন,আমাকে ঢুকতে দিন
0143,Pabna,আমি যে মানুষটাক বালোবাসব তাক যদি না বুজবির পারি তালি এই পেমের কোনো মানে আছে বলি মনে অয় না,translate Pabna to Bangla: আমি যে মানুষটাক বালোবাসব তাক যদি না বুজবির পারি তালি এই পেমের কোনো মানে আছে বলি মনে অয় না,আমি যে মানুষটিকে ভালোবাসব তাকে যদি না বুঝতে পারি তাহলে এই প্রেমের কোনো অর্থ আছে বলে মনে হয় না
1155,Jashore,মেয়েটি বিভিন্নভাবে চেষ্টা করে তার সাথে কোন ধরনের যোগাযোগ করতে পারছিল না,translate Jashore to Bangla: মেয়েটি বিভিন্নভাবে চেষ্টা করে তার সাথে কোন ধরনের যোগাযোগ করতে পারছিল না,মেয়েটি বিভিন্নভাবে চেষ্টা করে তার সাথে কোন ধরনের যোগাযোগ করতে পারছিল না
2122,Jashore,আমি আর আমার আব্বা বিয়ে বাড়িতে যাচ্ছি,translate Jashore to Bangla: আমি আর আমার আব্বা বিয়ে বাড়িতে যাচ্ছি,আমি আর আমার আব্বু বিয়ে বাড়িতে যাচ্ছি
1981,Jashore,আমি যতদিন বাঁইছে থাকি আপনারে মনে রাখবো,translate Jashore to Bangla: আমি যতদিন বাঁইছে থাকি আপনারে মনে রাখবো,আমি যতদিন বেঁছে থাকি আপনাকে মনে রাখবো
2382,Jashore,খাওয়ার সুমায় খুব বেশি ব্যথা করতেছে দাঁতে,translate Jashore to Bangla: খাওয়ার সুমায় খুব বেশি ব্যথা করতেছে দাঁতে,খাওয়ার সময় খুব বেশি ব্যথা করছে দাঁতে
0796,Barishal,এত তরতরি শ্যাষ,translate Barishal to Bangla: এত তরতরি শ্যাষ,এত তাড়াতাড়ি শেষ
0880,Jashore,আমি তখন অনেক ছোটো ছিলাম,translate Jashore to Bangla: আমি তখন অনেক ছোটো ছিলাম,আমি তখন অনেক ছোট ছিলাম
1595,Noakhali,হের কাছে মেলা টেকা আছে,translate Noakhali to Bangla: হের কাছে মেলা টেকা আছে,তার কাছে অনেক টাকা আছে
0459,Noakhali,ফুটবল ম্যাচে বিশ্বকাহ জিতছে ফ্রান্স,translate Noakhali to Bangla: ফুটবল ম্যাচে বিশ্বকাহ জিতছে ফ্রান্স,ফুটবল ম্যাচে বিশ্বকাপ জয় করেছে ফ্রান্স
1896,Jashore,আমার সকালে উঠে বই পরতি ম্যালা ভালো লাগে,translate Jashore to Bangla: আমার সকালে উঠে বই পরতি ম্যালা ভালো লাগে,আমার সকালে উঠে বই পরতে অনেক ভালো লাগে
0682,Noakhali,তোর ফ্যামিলিতে কারা কারা আছে?,translate Noakhali to Bangla: তোর ফ্যামিলিতে কারা কারা আছে?,তোমার পরিবারে কে কে আছে?
1667,Rangpur,আর একখান বড়ো হইলে কী করবু ?,translate Rangpur to Bangla: আর একখান বড়ো হইলে কী করবু ?,আরেকটু বড়ো হলে কী করবে ?
0833,Mymensingh,"বউ মেকআপ মুছতে মুছতে কইলো, আইজকা আর যাইতামই না","translate Mymensingh to Bangla: বউ মেকআপ মুছতে মুছতে কইলো, আইজকা আর যাইতামই না","বউ মেকআপ তুলতে তুলতে, যাবোই না আজ"
1101,Noakhali,এরই মধ্যে একটা অঘটন অইল,translate Noakhali to Bangla: এরই মধ্যে একটা অঘটন অইল,এরই মাঝে একটি অঘটন ঘটে গেলো
1482,Mymensingh,একটু আগেই ঝাড়ু দিছে,translate Mymensingh to Bangla: একটু আগেই ঝাড়ু দিছে,একটু আগেই ঝাড়ু দেওয়া হয়েছে
0217,Noakhali,মুক্তিযুদ্ধের ভাইরা আংগর লাইগা কত কষ্ট করছে,translate Noakhali to Bangla: মুক্তিযুদ্ধের ভাইরা আংগর লাইগা কত কষ্ট করছে,মুক্তিযুদ্ধের ভাইয়েরা আমাদের জন্য কত কষ্ট করেছে
0443,Mymensingh,তুই আমার লগে ছবি তোলতারবি?,translate Mymensingh to Bangla: তুই আমার লগে ছবি তোলতারবি?,তুই আমার সঙ্গে কী ছবি তোলতে পারবি?
1119,Jashore,আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে,translate Jashore to Bangla: আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে,আমি চাচ্ছি ট্রেনিং থেকে ফিরেই তাকে বিয়ে করতে
1433,Jashore,একসময় বুঝলাম আমরা একে অপররে চাই,translate Jashore to Bangla: একসময় বুঝলাম আমরা একে অপররে চাই,একটা সময় পর বুঝলাম যে আমরা একে অপরকে চাই
1508,Pabna,আইজকি কোনো খেলা ওবি ল,translate Pabna to Bangla: আইজকি কোনো খেলা ওবি ল,আজ কোনো খেলা হবে না
1700,Rangpur,ফলারটি পাকা হয় লুচি দই আহারে,translate Rangpur to Bangla: ফলারটি পাকা হয় লুচি দই আহারে,ফলারটি পাকা হয় লুচি দই আহারে
0865,Rangpur,সে এখন মোর পড়াশুনার খরচ দিবার চায় না,translate Rangpur to Bangla: সে এখন মোর পড়াশুনার খরচ দিবার চায় না,সে এখন আমার পড়াশোনার খরচ দিতে চায় না
1192,Mymensingh,"আমারে আল্লাহর কসম দিয়া কইয়া দিলো, এইডি হেয় করত না","translate Mymensingh to Bangla: আমারে আল্লাহর কসম দিয়া কইয়া দিলো, এইডি হেয় করত না",আমাকে আল্লাহর কসম দিয়ে বলে দিলো এসব সে পারবে না
0734,Chittagong,পানির আঁরেক নাম জীবন,translate Chittagong to Bangla: পানির আঁরেক নাম জীবন,পানির অপর নাম জীবন
1395,Noakhali,হে যেইভাবে আশা করে আই নিজেকে হেইভাবে চালাই,translate Noakhali to Bangla: হে যেইভাবে আশা করে আই নিজেকে হেইভাবে চালাই,আমি আমার বিষয় সাইডে রেখে তাকে সান্ত্বনা দিছি
0058,Chittagong,অল্প বয়সর ওগ্গা ফুয়া বাইরে দৌড়ার,translate Chittagong to Bangla: অল্প বয়সর ওগ্গা ফুয়া বাইরে দৌড়ার,অল্পবয়সী একটি ছেলে বাইরে ফুটপাতে দৌড়াচ্ছে
1928,Pabna,তুমার চোক দুডি ম্যালা ফাইন,translate Pabna to Bangla: তুমার চোক দুডি ম্যালা ফাইন,তোমার চোখ দুটো অনেক সুন্দর
0069,Mymensingh,মেলা দিন পর একটা বালা ছবি দেকলাম,translate Mymensingh to Bangla: মেলা দিন পর একটা বালা ছবি দেকলাম,বহুদিন পরে একটা ভাল ছবি দেখলাম
0749,Chittagong,পাহাড়র চুড়াত উডতে চাই,translate Chittagong to Bangla: পাহাড়র চুড়াত উডতে চাই,পাহাড়ের চূড়ায় উঠতে চাই
0658,Chittagong,গণিত তোঁয়ার হত্তুন হইল্লে লাগে?,translate Chittagong to Bangla: গণিত তোঁয়ার হত্তুন হইল্লে লাগে?,গণিত তোমার কেমন লাগে?
0973,Mymensingh,আমার হলুদ রং পন্দ,translate Mymensingh to Bangla: আমার হলুদ রং পন্দ,আমার হলুদ রঙ পছন্দ
1218,Mymensingh,"কিন্তু হেয় কয়, যা কওনের তালাকের কাগজে কইব","translate Mymensingh to Bangla: কিন্তু হেয় কয়, যা কওনের তালাকের কাগজে কইব",কিন্তু সে বলেছে যা বলার ডিভোর্স লেটারে বলবে।
0462,Mymensingh,আমি প্রতিদিন ফুটবল খেলবার যাই,translate Mymensingh to Bangla: আমি প্রতিদিন ফুটবল খেলবার যাই,আমি প্রতিদিন ফুটবল খেলতে যাই
0935,Chittagong,তুই ঘুমত্তুন হারা উডি যও,translate Chittagong to Bangla: তুই ঘুমত্তুন হারা উডি যও,তুমি ঘুম থেকে তাড়াতাড়ি উঠে যাও
1171,Pabna,তারা দুইজন আবার নিউজিল্যান্ড ফিরি যাবি,translate Pabna to Bangla: তারা দুইজন আবার নিউজিল্যান্ড ফিরি যাবি,তারা দুজনে আবার নিউজিল্যান্ড ফিরে যাবে
0154,Chittagong,"গোলাপ ফুল দিমু মুই তোঁয়ার হাতত,","translate Chittagong to Bangla: গোলাপ ফুল দিমু মুই তোঁয়ার হাতত,",গোলাপ ফুল দিবো আমি তোমার হাতে
0688,Jashore,তোমার বাবা কি করেন?,translate Jashore to Bangla: তোমার বাবা কি করেন?,তোমার বাবা কি করেন?
0625,Chittagong,এবারর ছুট্টিত হক্সবাজার যাইয়ুম।,translate Chittagong to Bangla: এবারর ছুট্টিত হক্সবাজার যাইয়ুম।,এবারের ছুটিতে কক্সবাজার যাবো
0009,Chittagong,ফুয়া ইবে আঁইজু মাইয়েফুয়া ইবেরে ভালবাসার নযরে ন দেহে,translate Chittagong to Bangla: ফুয়া ইবে আঁইজু মাইয়েফুয়া ইবেরে ভালবাসার নযরে ন দেহে,ছেলেটি মেয়েটাকে এখনো ভালবাসার চোখে দেখেনি
0588,Mymensingh,আমার বয়স বেশি না,translate Mymensingh to Bangla: আমার বয়স বেশি না,আমার বয়স বেশি না
0366,Chittagong,"চুল পরার সমস্যা লই ডাক্তরর হাছে গিলাম, যাইয়েনে দেখি ডাক্তর নিজই টাক","translate Chittagong to Bangla: চুল পরার সমস্যা লই ডাক্তরর হাছে গিলাম, যাইয়েনে দেখি ডাক্তর নিজই টাক","চুল পরার সমস্যা নিয়ে ডাক্তারের কাছে গেছিলাম, গিয়ে দেখি ডাক্তার নিজেই টাক"
2104,Pabna,তুমার পাশে থাইকইলি আমি সপ্নের থেনও বেশি সুহী থাহি,translate Pabna to Bangla: তুমার পাশে থাইকইলি আমি সপ্নের থেনও বেশি সুহী থাহি,তোমার পাশে থাকলে আমি কল্পনার চেয়েও বেশি সুখী থাকি
0991,Mymensingh,বহুত দিন বাপের বাড়িত আছিলাম,translate Mymensingh to Bangla: বহুত দিন বাপের বাড়িত আছিলাম,অনেক দিন বাবার বাসায় ছিলাম
1958,Pabna,আমার ছোট বুনির গরম লাগছে,translate Pabna to Bangla: আমার ছোট বুনির গরম লাগছে,আমার ছোট বোনের গরম লাগছে
1028,Barishal,কিন্তু মুই বাইচ্চা থাইকা মরা আছি।,translate Barishal to Bangla: কিন্তু মুই বাইচ্চা থাইকা মরা আছি।,কিন্তু আমি বেঁচে থেকে মরে আছি
1469,Barishal,মোর বিয়া হইছে এক মাস,translate Barishal to Bangla: মোর বিয়া হইছে এক মাস,আমার বিয়ে হয়েছে ১ মাস
1089,Rangpur,মোর স্বামী সবাক বুঝি বুঝি ক্লান্ত যে মুই এরকম কিছু করং নাই,translate Rangpur to Bangla: মোর স্বামী সবাক বুঝি বুঝি ক্লান্ত যে মুই এরকম কিছু করং নাই,আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না
0677,Jashore,আমি আম খাবো,translate Jashore to Bangla: আমি আম খাবো,আমি আম খাবো
2232,Pabna,দুইদিন দইরি আমার ম্যালা সর্দি-জ্বর,translate Pabna to Bangla: দুইদিন দইরি আমার ম্যালা সর্দি-জ্বর,দুইদিন ধরে আমার অনেক সর্দি-জ্বর
0686,Chittagong,আঁর এব্বেরে গম ন লাগে,translate Chittagong to Bangla: আঁর এব্বেরে গম ন লাগে,আমার একদমই ভালো লাগে না
1361,Pabna,আমার আব্বা বাইচি নাই,translate Pabna to Bangla: আমার আব্বা বাইচি নাই,আমার বাবা বেচে নেই
0217,Mymensingh,মুক্তিযোদ্ধা ভাইরা আমাগো লাইগ্যা কত যে কষ্ট করছে,translate Mymensingh to Bangla: মুক্তিযোদ্ধা ভাইরা আমাগো লাইগ্যা কত যে কষ্ট করছে,মুক্তিযুদ্ধের ভাইয়েরা আমাদের জন্য কত কষ্ট করেছে
0470,Mymensingh,আমি ব্রাজিল ফুটবল দলরে সাপোর্ট করি,translate Mymensingh to Bangla: আমি ব্রাজিল ফুটবল দলরে সাপোর্ট করি,আমি ব্রাজিল ফুটবল দলকে সমর্থন করি
0761,Barishal,তুমি ভালো আছো?,translate Barishal to Bangla: তুমি ভালো আছো?,তুমি ভালো আছো?
1604,Noakhali,হে না বুঝে অন্যগোরে দোষ দিতাছিল,translate Noakhali to Bangla: হে না বুঝে অন্যগোরে দোষ দিতাছিল,সে না বুঝে অন্যদের দোষ দিচ্ছিল
0204,Chittagong,এনগরি সময় যাইবই কিন্তু থাকি যাইবই এই বেগ্গিন গান,translate Chittagong to Bangla: এনগরি সময় যাইবই কিন্তু থাকি যাইবই এই বেগ্গিন গান,এভাবে চলে যাবে সময় কিন্তু থেকে যাবে এসব কিছু গান
0841,Pabna,তুমি এতো কিছু কিরহম হইরি বোজো,translate Pabna to Bangla: তুমি এতো কিছু কিরহম হইরি বোজো,তুমি এতো কিছু বুঝো কিভাবে
0750,Noakhali,এক হাশে সাগর এক হাশে বালি,translate Noakhali to Bangla: এক হাশে সাগর এক হাশে বালি,এক পাশে সাগর এক পাশে বালি
1734,Pabna,"কী হরছে, তা তো জানি নি","translate Pabna to Bangla: কী হরছে, তা তো জানি নি","কী করছে, তা তো জানি না"
0148,Rangpur,ভালোবাসা মানে কাহো জয় করা নয় উল্টা নিজেই কারো জন্যে হারি যাওয়া।,translate Rangpur to Bangla: ভালোবাসা মানে কাহো জয় করা নয় উল্টা নিজেই কারো জন্যে হারি যাওয়া।,ভালবাসা মানে কাউকে জয় করা নয় বরং নিজেই কারো জন্য হেরে যাওয়া
0466,Chittagong,ফুটবল খেলার সময় আঁই মজা পাই,translate Chittagong to Bangla: ফুটবল খেলার সময় আঁই মজা পাই,ফুটবল খেলার সময় আমি আনন্দ পাই
0931,Pabna,ছোট একটা ছাওয়াল বাইরে ফুটপাতে দোইর পারতেছে,translate Pabna to Bangla: ছোট একটা ছাওয়াল বাইরে ফুটপাতে দোইর পারতেছে,অল্পবয়সী একটি ছেলে বাইরে ফুটপাতে দৌড়াচ্ছে
2146,Pabna,আমার মা বড় বাইয়ের উপর রাইগি গিছিলি,translate Pabna to Bangla: আমার মা বড় বাইয়ের উপর রাইগি গিছিলি,আমার আব্বু বড় ভাইয়ের উপর রেগে গেছিলেন
2179,Noakhali,আর আব্বু রোজ ডাবের হানি খায়,translate Noakhali to Bangla: আর আব্বু রোজ ডাবের হানি খায়,আমার আব্বু প্রতিদিন নারিকেল পানি পান করে
0992,Chittagong,"তুঁয়ারে ছাড়া বাঁইচ্চুম, তুঁয়ার বিয়াতও নাইচ্চুম","translate Chittagong to Bangla: তুঁয়ারে ছাড়া বাঁইচ্চুম, তুঁয়ার বিয়াতও নাইচ্চুম","তোমাকে ছাড়া বাচবো, তোমার বিয়েতেও নাচবো"
0856,Barishal,আর সহ্য না হরতে পাইররা আম্মের ধারে ঠিক বুদ্ধি চাই,translate Barishal to Bangla: আর সহ্য না হরতে পাইররা আম্মের ধারে ঠিক বুদ্ধি চাই,আর সহ্য না করতে পেরে আপনাদের কাছে সঠিক পরার্মশ চাচ্ছি
1518,Noakhali,এক চানাচুরওয়ালারে দেখা যায়,translate Noakhali to Bangla: এক চানাচুরওয়ালারে দেখা যায়,এক চানাচুরওয়ালাকে দেখা যায়
0982,Pabna,আপনেরে দেইহি কিরম জিনি রুগা রুগা লাগতেছে,translate Pabna to Bangla: আপনেরে দেইহি কিরম জিনি রুগা রুগা লাগতেছে,আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে
0178,Mymensingh,তোরে ছুইতে অনুমতি চাই,translate Mymensingh to Bangla: তোরে ছুইতে অনুমতি চাই,তোমাকে ছুয়ে দিতে চাই অনুমতি
2226,Pabna,আমারে গিরামের বাজারে ম্যালা বড় একটা দেশাল মুরগীর দুহান আছে,translate Pabna to Bangla: আমারে গিরামের বাজারে ম্যালা বড় একটা দেশাল মুরগীর দুহান আছে,আমাদের গ্রামের বাজারে অনেক বড় একটি দেশী মুরগীর দোকান আছে
0133,Jashore,আমার বন্ধু আমারে একটি লাল গোলাপ কিনে দিয়েছে,translate Jashore to Bangla: আমার বন্ধু আমারে একটি লাল গোলাপ কিনে দিয়েছে,আমার বন্ধু আমাকে একটি লাল গোলাপ কিনে দিয়েছে
2219,Pabna,এক কৃষক বাজারে টমেটা ব্যাচে,translate Pabna to Bangla: এক কৃষক বাজারে টমেটা ব্যাচে,এক কৃষক বাজারে টমেটো বিক্রি করে
0054,Barishal,আইজগো বেইন্নাকালে মোরা বল খেলছি,translate Barishal to Bangla: আইজগো বেইন্নাকালে মোরা বল খেলছি,আমি আজকে সকালে ফুটবল খেলেছি
0702,Chittagong,আঁই তোঁয়ারে ভালোবাসি,translate Chittagong to Bangla: আঁই তোঁয়ারে ভালোবাসি,আমি তোমায় ভালবাসি
1262,Noakhali,আলহামদুলিল্লাহ হে মেলা ভালা মানুষ,translate Noakhali to Bangla: আলহামদুলিল্লাহ হে মেলা ভালা মানুষ,আলহামদুলিল্লাহ সে খুব ভালো একজন মানুষ
0282,Jashore,কিন্তু মেয়ের পরিবার রাজি না,translate Jashore to Bangla: কিন্তু মেয়ের পরিবার রাজি না,কিন্তু মেয়ের পরিবার রাজিনা
1089,Chittagong,আমার স্বামী সবাইকে বুঝাইও ক্লান্ত যে আঁই অঁনোর মতন কিছু গইজ্জুন না,translate Chittagong to Bangla: আমার স্বামী সবাইকে বুঝাইও ক্লান্ত যে আঁই অঁনোর মতন কিছু গইজ্জুন না,আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না
1249,Noakhali,দয়া কইরা হরিচয় গোহন রাইখেন,translate Noakhali to Bangla: দয়া কইরা হরিচয় গোহন রাইখেন,দয়া করে পরিচয় গোপন রাখবেন
0966,Chittagong,আঁই ন হাইজ্জুম,translate Chittagong to Bangla: আঁই ন হাইজ্জুম,আমি হারবো না
